/*LISTA GERAL CLASSIFICADO POR NOTA*/
450  Administracao – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
582619	771.25	626.62	779.25	739.73	900 	AC	659.73	2
569799	968.46	666.19	663.26	701.94	750 	AC	646.33	3
551670	869.86	745.33	701.92	664.14	750 	AC	642.61	4
591106	721.95	705.76	779.25	701.94	600 	AC	598.14	5
554448	672.65	587.05	701.92	626.35	750 	AC	563.96	6
549841	820.55	587.05	585.94	588.56	700 	AC	552.78	7
587247	574.04	705.76	701.92	588.56	700 	AC	550.42	8
570849	672.65	547.48	701.92	588.56	750 	AC	548.48	9
587219	623.35	626.62	740.59	512.97	650 	AC	527.07	10
589406	672.65	587.05	701.92	475.18	700 	AC	523.72	11
583557	623.35	468.35	740.59	626.35	650 	AC	518.09	12
544133	623.35	547.48	663.26	664.14	600 	AC	516.01	13
588597	574.04	587.05	624.60	626.35	650 	AC	508.77	14
592308	475.44	626.62	624.60	626.35	700 	AC	506.96	15
592784	623.35	587.05	663.26	626.35	550 	AC	506.36	16
588820	721.95	507.92	701.92	550.76	550 	AC	502.87	17
559900	623.35	547.48	547.28	664.14	600 	AC	492.81	18
552020	820.55	626.62	469.95	512.97	500 	AC	482.38	19
549491	623.35	587.05	585.94	550.76	550 	AC	475.78	20
569977	574.04	587.05	469.95	739.73	500 	AC	470.52	21
582046	524.74	666.19	701.92	701.94	250 	AC	465.32	22
559921	524.74	468.35	585.94	588.56	550 	AC	439.88	23
559896	574.04	468.35	585.94	550.76	500 	AC	432.18	24
563513	672.65	587.05	585.94	475.18	300 	AC	420.52	25
570336	672.65	468.35	547.28	550.76	350 	AC	414.17	26
572038	672.65	468.35	585.94	588.56	500 	L1	459.46	1
561985	672.65	507.92	547.28	550.76	500 	L1	452.08	2
564935	623.35	626.62	547.28	550.76	350 	L1	435.96	3
559008	820.55	626.62	663.26	777.52	500 	L3	573.95	1
579159	524.74	587.05	547.28	475.18	500 	L3	423.21	2
585723	721.95	626.62	508.61	588.56	450 	L4	475.51	1
556783	574.04	587.05	663.26	664.14	750 	L5	544.06	1
551001	771.25	587.05	663.26	588.56	600 	L5	538.39	2
590995	623.35	547.48	624.60	512.97	500 	L5	458.04	3
584771	672.65	428.78	547.28	512.97	600 	L5	448.70	4
573803	820.55	547.48	547.28	512.97	900 	L7	562.02	1
559608	524.74	547.48	547.28	664.14	600 	L7	473.09	2
543378	475.44	428.78	547.28	588.56	500 	L7	404.37	3

744  Medicina bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
545711	1017.76	943.18	856.57	853.11	950 	AC	842.07	1
545427	1017.76	864.04	817.91	853.11	950 	AC	822.44	2
561076	968.46	824.47	817.91	890.90	950 	AC	813.92	3
547472	919.16	824.47	856.57	853.11	950 	AC	805.85	4
561896	1017.76	903.61	701.92	815.32	950 	AC	803.40	5
545430	919.16	903.61	856.57	853.11	900 	AC	802.38	6
591569	919.16	824.47	856.57	815.32	950 	AC	799.55	7
553284	1017.76	824.47	817.91	739.73	950 	AC	796.95	8
552219	771.25	864.04	895.23	853.11	950 	AC	794.24	9
545706	869.86	943.18	856.57	890.90	850 	AC	790.39	10
546422	919.16	864.04	856.57	815.32	900 	AC	789.48	11
551832	820.55	864.04	895.23	853.11	900 	AC	785.79	12
550106	968.46	943.18	817.91	701.94	900 	AC	785.55	13
589603	820.55	824.47	895.23	890.90	900 	AC	785.49	14
556162	869.86	864.04	856.57	739.73	950 	AC	785.33	15
547045	968.46	903.61	817.91	739.73	900 	AC	785.25	16
570279	869.86	824.47	779.25	853.11	950 	AC	784.75	17
581304	771.25	864.04	817.91	853.11	950 	AC	781.35	18
551965	968.46	903.61	740.59	777.52	900 	AC	778.66	19
547776	919.16	903.61	779.25	777.52	900 	AC	776.89	20
546540	820.55	864.04	779.25	815.32	950 	AC	776.83	21
575225	919.16	784.90	856.57	815.32	900 	AC	776.29	22
544555	968.46	784.90	817.91	701.94	950 	AC	775.84	23
543652	771.25	784.90	895.23	815.32	950 	AC	774.75	24
585224	869.86	864.04	779.25	853.11	900 	AC	774.68	25
571582	968.46	824.47	817.91	853.11	850 	AC	774.29	26
555203	919.16	784.90	817.91	739.73	950 	AC	773.92	27
581106	820.55	864.04	817.91	853.11	900 	AC	772.90	28
568313	820.55	864.04	817.91	853.11	900 	AC	772.90	29
586154	820.55	864.04	779.25	890.90	900 	AC	772.76	30
574396	820.55	824.47	856.57	853.11	900 	AC	772.75	31
545611	869.86	784.90	779.25	815.32	950 	AC	771.85	32
579880	869.86	943.18	817.91	815.32	850 	AC	771.34	33
547849	820.55	824.47	779.25	815.32	950 	AC	770.23	34
553689	820.55	784.90	817.91	815.32	950 	AC	770.08	35
562554	919.16	824.47	740.59	739.73	950 	AC	767.62	36
551392	820.55	903.61	740.59	853.11	900 	AC	766.61	37
551844	869.86	824.47	740.59	777.52	950 	AC	765.71	38
552501	672.65	864.04	779.25	890.90	950 	AC	764.77	39
545522	820.55	824.47	779.25	777.52	950 	AC	763.93	40
548262	820.55	784.90	817.91	777.52	950 	AC	763.78	41
552288	721.95	903.61	856.57	815.32	900 	AC	763.21	42
551221	919.16	943.18	817.91	815.32	800 	AC	762.89	43
581322	919.16	864.04	895.23	815.32	800 	AC	762.59	44
558949	771.25	864.04	779.25	777.52	950 	AC	762.31	45
566359	869.86	903.61	740.59	777.52	900 	AC	762.23	46
564234	869.86	864.04	779.25	777.52	900 	AC	762.08	47
550918	771.25	824.47	779.25	815.32	950 	AC	762.02	48
590981	820.55	943.18	779.25	739.73	900 	AC	760.75	49
546512	721.95	864.04	740.59	853.11	950 	AC	760.25	50
589862	721.95	824.47	817.91	815.32	950 	AC	760.24	51
556029	968.46	864.04	740.59	701.94	900 	AC	759.47	52
550261	968.46	824.47	779.25	701.94	900 	AC	759.32	53
575305	869.86	824.47	701.92	777.52	950 	AC	759.26	54
573607	672.65	824.47	817.91	853.11	950 	AC	758.32	55
586824	919.16	784.90	740.59	815.32	900 	AC	756.96	56
581815	820.55	903.61	779.25	853.11	850 	AC	756.39	57
574101	820.55	903.61	779.25	853.11	850 	AC	756.39	58
574398	869.86	864.04	779.25	739.73	900 	AC	755.78	59
578796	869.86	864.04	740.59	777.52	900 	AC	755.64	60
557549	869.86	824.47	817.91	739.73	900 	AC	755.63	61
555639	771.25	784.90	817.91	777.52	950 	AC	755.57	62
545579	771.25	784.90	817.91	777.52	950 	AC	755.57	63
567347	869.86	784.90	856.57	739.73	900 	AC	755.48	64
543976	771.25	745.33	779.25	853.11	950 	AC	755.12	65
585895	721.95	943.18	740.59	739.73	950 	AC	754.54	66
568002	721.95	864.04	817.91	739.73	950 	AC	754.24	67
588748	771.25	824.47	856.57	890.90	850 	AC	754.17	68
547392	820.55	824.47	779.25	815.32	900 	AC	753.57	69
556200	919.16	824.47	779.25	815.32	850 	AC	753.33	70
559450	869.86	745.33	740.59	777.52	950 	AC	752.52	71
570182	869.86	666.19	856.57	739.73	950 	AC	752.36	72
587444	672.65	864.04	817.91	777.52	950 	AC	752.32	73
543648	771.25	864.04	856.57	739.73	900 	AC	752.23	74
569648	968.46	705.76	740.59	815.32	900 	AC	751.99	75
556149	771.25	824.47	856.57	777.52	900 	AC	751.94	76
572901	672.65	784.90	779.25	890.90	950 	AC	751.58	77
588461	820.55	784.90	740.59	777.52	950 	AC	750.89	78
571581	820.55	745.33	779.25	777.52	950 	AC	750.74	79
556801	623.35	864.04	817.91	815.32	950 	AC	750.40	80
590601	820.55	903.61	779.25	815.32	850 	AC	750.09	81
588233	721.95	824.47	856.57	815.32	900 	AC	750.02	82
575415	919.16	903.61	817.91	777.52	800 	AC	750.00	83
588495	771.25	824.47	779.25	739.73	950 	AC	749.42	84
544357	771.25	824.47	740.59	777.52	950 	AC	749.27	85
551797	771.25	824.47	701.92	815.32	950 	AC	749.13	86
588394	771.25	784.90	779.25	777.52	950 	AC	749.12	87
546743	869.86	784.90	817.91	739.73	900 	AC	749.03	88
591014	771.25	705.76	895.23	739.73	950 	AC	748.96	89
573356	869.86	824.47	701.92	815.32	900 	AC	748.90	90
562544	869.86	784.90	779.25	777.52	900 	AC	748.89	91
564589	869.86	784.90	779.25	777.52	900 	AC	748.89	92
548233	771.25	745.33	779.25	815.32	950 	AC	748.83	93
548632	869.86	745.33	817.91	777.52	900 	AC	748.74	94
565045	869.86	784.90	701.92	853.11	900 	AC	748.60	95
591940	771.25	666.19	856.57	815.32	950 	AC	748.52	96
573407	771.25	903.61	779.25	853.11	850 	AC	748.17	97
546667	968.46	903.61	856.57	777.52	750 	AC	748.00	98
553067	721.95	824.47	779.25	777.52	950 	AC	747.50	99
581089	869.86	745.33	701.92	777.52	950 	AC	746.07	100
583112	672.65	864.04	817.91	739.73	950 	AC	746.02	101
581945	771.25	903.61	779.25	739.73	900 	AC	745.94	102
580843	672.65	784.90	779.25	853.11	950 	AC	745.29	103
553683	721.95	824.47	817.91	815.32	900 	AC	743.58	104
586929	771.25	864.04	779.25	664.14	950 	AC	743.41	105
546016	721.95	824.47	740.59	890.90	900 	AC	743.29	106
591178	771.25	784.90	779.25	739.73	950 	AC	742.82	107
592692	771.25	784.90	740.59	777.52	950 	AC	742.68	108
553584	968.46	864.04	663.26	664.14	900 	AC	740.29	109
563338	869.86	784.90	740.59	664.14	950 	AC	740.22	110
545150	771.25	784.90	856.57	739.73	900 	AC	739.04	111
575693	820.55	784.90	779.25	664.14	950 	AC	738.44	112
586767	919.16	784.90	663.26	777.52	900 	AC	737.77	113
560441	919.16	784.90	663.26	777.52	900 	AC	737.77	114
576367	721.95	824.47	856.57	739.73	900 	AC	737.42	115
560308	721.95	745.33	779.25	890.90	900 	AC	736.54	116
545121	919.16	784.90	817.91	815.32	800 	AC	736.52	117
586635	820.55	943.18	856.57	815.32	750 	AC	736.24	118
590734	771.25	745.33	779.25	739.73	950 	AC	736.23	119
576535	721.95	824.47	817.91	664.14	950 	AC	735.05	120
548273	771.25	745.33	856.57	853.11	850 	AC	734.68	121
565530	820.55	824.47	779.25	701.94	900 	AC	734.67	122
582323	721.95	784.90	740.59	777.52	950 	AC	734.46	123
558707	721.95	666.19	856.57	777.52	950 	AC	734.01	124
574145	820.55	864.04	779.25	853.11	800 	AC	733.13	125
556066	672.65	864.04	701.92	777.52	950 	AC	732.99	126
571653	771.25	903.61	624.60	815.32	900 	AC	732.76	127
543884	771.25	824.47	740.59	777.52	900 	AC	732.61	128
585824	672.65	784.90	740.59	815.32	950 	AC	732.54	129
553902	672.65	745.33	740.59	853.11	950 	AC	732.25	130
553169	869.86	784.90	779.25	777.52	850 	AC	732.22	131
557189	771.25	745.33	740.59	853.11	900 	AC	732.01	132
552935	820.55	784.90	740.59	664.14	950 	AC	732.00	133
576840	721.95	864.04	817.91	701.94	900 	AC	731.27	134
552891	771.25	864.04	779.25	890.90	800 	AC	731.21	135
556299	721.95	864.04	740.59	777.52	900 	AC	730.98	136
549092	721.95	824.47	779.25	777.52	900 	AC	730.83	137
556267	721.95	745.33	856.57	777.52	900 	AC	730.53	138
549599	623.35	745.33	740.59	890.90	950 	AC	730.33	139
545349	820.55	784.90	779.25	815.32	850 	AC	730.30	140
552604	721.95	745.33	779.25	853.11	900 	AC	730.24	141
563515	771.25	784.90	740.59	701.94	950 	AC	730.08	142
558311	771.25	745.33	779.25	701.94	950 	AC	729.93	143
573978	721.95	864.04	779.25	626.35	950 	AC	728.90	144
552268	672.65	784.90	817.91	815.32	900 	AC	728.76	145
548800	672.65	745.33	895.23	777.52	900 	AC	728.76	146
549158	771.25	824.47	779.25	815.32	850 	AC	728.68	147
555227	721.95	784.90	701.92	777.52	950 	AC	728.02	148
548880	721.95	943.18	817.91	701.94	850 	AC	727.80	149
565435	820.55	784.90	701.92	777.52	900 	AC	727.78	150
545461	820.55	705.76	740.59	815.32	900 	AC	727.34	151
554232	721.95	864.04	817.91	777.52	850 	AC	727.20	152
560866	721.95	864.04	779.25	815.32	850 	AC	727.06	153
585986	721.95	784.90	856.57	815.32	850 	AC	726.76	154
587601	771.25	824.47	779.25	701.94	900 	AC	726.45	155
566806	771.25	824.47	779.25	701.94	900 	AC	726.45	156
559551	672.65	745.33	779.25	777.52	950 	AC	726.09	157
549295	869.86	824.47	701.92	777.52	850 	AC	725.93	158
582737	721.95	745.33	817.91	777.52	900 	AC	724.09	159
588615	623.35	745.33	740.59	853.11	950 	AC	724.03	160
563565	820.55	784.90	779.25	777.52	850 	AC	724.01	161
584869	820.55	705.76	779.25	853.11	850 	AC	723.41	162
558438	771.25	705.76	779.25	701.94	950 	AC	723.33	163
589986	771.25	705.76	740.59	739.73	950 	AC	723.19	164
551429	771.25	666.19	817.91	701.94	950 	AC	723.18	165
544076	771.25	824.47	856.57	701.94	850 	AC	722.67	166
573012	771.25	626.62	740.59	815.32	950 	AC	722.60	167
551873	771.25	864.04	740.59	777.52	850 	AC	722.53	168
570353	672.65	784.90	779.25	815.32	900 	AC	722.32	169
561071	869.86	864.04	740.59	777.52	800 	AC	722.30	170
548153	721.95	864.04	663.26	701.94	950 	AC	722.17	171
551164	721.95	745.33	817.91	664.14	950 	AC	721.86	172
548540	721.95	705.76	817.91	701.94	950 	AC	721.56	173
581251	771.25	864.04	856.57	853.11	750 	AC	721.13	174
546504	721.95	824.47	817.91	777.52	850 	AC	720.61	175
544082	623.35	824.47	701.92	890.90	900 	AC	720.41	176
589418	672.65	824.47	779.25	664.14	950 	AC	720.39	177
581481	771.25	784.90	817.91	664.14	900 	AC	720.00	178
545924	672.65	745.33	817.91	701.94	950 	AC	719.94	179
572451	672.65	745.33	701.92	815.32	950 	AC	719.50	180
548260	771.25	784.90	663.26	815.32	900 	AC	719.42	181
590107	771.25	745.33	740.59	777.52	900 	AC	719.42	182
549064	771.25	705.76	779.25	777.52	900 	AC	719.27	183
552673	672.65	864.04	817.91	777.52	850 	AC	718.99	184
577856	672.65	824.47	779.25	853.11	850 	AC	718.55	185
555158	919.16	666.19	740.59	701.94	900 	AC	718.28	186
551278	721.95	824.47	779.25	701.94	900 	AC	718.24	187
577246	623.35	745.33	779.25	777.52	950 	AC	717.88	188
579202	721.95	824.47	663.26	815.32	900 	AC	717.80	189
550046	623.35	784.90	624.60	890.90	950 	AC	717.59	190
552814	771.25	903.61	740.59	701.94	850 	AC	716.53	191
592251	869.86	864.04	779.25	701.94	800 	AC	716.15	192
585914	771.25	784.90	779.25	777.52	850 	AC	715.79	193
546353	771.25	784.90	779.25	777.52	850 	AC	715.79	194
561557	771.25	745.33	779.25	815.32	850 	AC	715.49	195
566743	721.95	824.47	624.60	739.73	950 	AC	715.43	196
580897	869.86	745.33	779.25	815.32	800 	AC	715.26	197
550541	771.25	705.76	740.59	890.90	850 	AC	715.05	198
568833	820.55	705.76	740.59	739.73	900 	AC	714.74	199
553782	623.35	864.04	701.92	815.32	900 	AC	714.41	200
554108	721.95	784.90	779.25	815.32	850 	AC	713.87	201
559872	721.95	745.33	856.57	777.52	850 	AC	713.86	202
585547	672.65	784.90	740.59	701.94	950 	AC	713.65	203
543443	771.25	745.33	779.25	701.94	900 	AC	713.26	204
549410	672.65	745.33	701.92	777.52	950 	AC	713.21	205
557108	672.65	705.76	779.25	739.73	950 	AC	713.20	206
577532	869.86	745.33	817.91	664.14	850 	AC	713.17	207
553166	672.65	784.90	585.94	853.11	950 	AC	713.07	208
588728	672.65	705.76	740.59	777.52	950 	AC	713.05	209
557369	869.86	943.18	817.91	664.14	750 	AC	712.82	210
581600	820.55	745.33	663.26	664.14	950 	AC	712.52	211
558521	672.65	824.47	740.59	853.11	850 	AC	712.10	212
562711	869.86	864.04	779.25	777.52	750 	AC	712.08	213
555674	869.86	864.04	779.25	777.52	750 	AC	712.08	214
555763	672.65	745.33	856.57	815.32	850 	AC	711.95	215
583050	721.95	824.47	779.25	664.14	900 	AC	711.94	216
563344	721.95	824.47	779.25	664.14	900 	AC	711.94	217
565419	820.55	666.19	663.26	739.73	950 	AC	711.92	218
550346	721.95	705.76	817.91	739.73	900 	AC	711.19	219
554293	968.46	784.90	701.92	626.35	850 	AC	710.57	220
566579	574.04	824.47	817.91	664.14	950 	AC	710.40	221
544912	623.35	745.33	856.57	853.11	850 	AC	710.03	222
575262	672.65	705.76	856.57	739.73	900 	AC	709.42	223
547377	672.65	745.33	701.92	853.11	900 	AC	709.14	224
559559	771.25	705.76	817.91	777.52	850 	AC	709.04	225
565454	820.55	705.76	663.26	777.52	900 	AC	708.15	226
579879	721.95	824.47	740.59	777.52	850 	AC	707.72	227
583038	623.35	745.33	817.91	777.52	900 	AC	707.65	228
571487	721.95	824.47	701.92	815.32	850 	AC	707.58	229
576469	721.95	745.33	817.91	777.52	850 	AC	707.42	230
569476	771.25	745.33	701.92	739.73	900 	AC	706.67	231
574846	672.65	705.76	701.92	777.52	950 	AC	706.61	232
581898	771.25	705.76	740.59	739.73	900 	AC	706.52	233
590905	771.25	705.76	740.59	739.73	900 	AC	706.52	234
591987	672.65	626.62	817.91	739.73	950 	AC	706.45	235
576204	820.55	903.61	779.25	853.11	700 	AC	706.39	236
547920	771.25	903.61	779.25	701.94	800 	AC	706.31	237
555083	672.65	587.05	817.91	777.52	950 	AC	706.16	238
579312	574.04	784.90	779.25	815.32	900 	AC	705.89	239
569925	771.25	824.47	740.59	815.32	800 	AC	705.57	240
562210	672.65	705.76	895.23	777.52	850 	AC	705.50	241
570954	869.86	824.47	701.92	853.11	750 	AC	705.19	242
563887	820.55	666.19	817.91	739.73	850 	AC	704.37	243
546691	820.55	943.18	740.59	739.73	750 	AC	704.31	244
564755	771.25	745.33	624.60	701.94	950 	AC	704.15	245
544903	771.25	666.19	663.26	739.73	950 	AC	703.71	246
587999	672.65	824.47	740.59	701.94	900 	AC	703.57	247
547075	771.25	587.05	779.25	701.94	950 	AC	703.55	248
551826	672.65	784.90	740.59	739.73	900 	AC	703.28	249
555279	672.65	705.76	856.57	701.94	900 	AC	703.12	250
561554	771.25	587.05	663.26	815.32	950 	AC	703.12	251
568741	869.86	745.33	779.25	739.73	800 	AC	702.66	252
549608	721.95	745.33	701.92	664.14	950 	AC	702.53	253
548285	771.25	864.04	779.25	815.32	750 	AC	701.94	254
571805	771.25	864.04	779.25	815.32	750 	AC	701.94	255
563550	820.55	745.33	585.94	777.52	900 	AC	701.86	256
570698	771.25	864.04	740.59	853.11	750 	AC	701.80	257
587426	672.65	903.61	663.26	588.56	950 	AC	701.65	258
548859	623.35	745.33	779.25	777.52	900 	AC	701.21	259
577812	623.35	745.33	779.25	777.52	900 	AC	701.21	260
545721	721.95	745.33	779.25	777.52	850 	AC	700.98	261
574255	623.35	666.19	779.25	853.11	900 	AC	700.62	262
578490	672.65	666.19	740.59	739.73	950 	AC	700.16	263
544651	475.44	705.76	856.57	777.52	950 	AC	699.52	264
587906	869.86	864.04	779.25	701.94	750 	AC	699.48	265
589299	771.25	784.90	817.91	739.73	800 	AC	699.27	266
590092	623.35	824.47	663.26	701.94	950 	AC	699.14	267
574451	721.95	784.90	624.60	777.52	900 	AC	698.46	268
572040	869.86	943.18	817.91	777.52	650 	AC	698.38	269
582924	623.35	864.04	817.91	701.94	850 	AC	698.17	270
578704	524.74	824.47	817.91	739.73	900 	AC	698.11	271
556142	623.35	626.62	779.25	777.52	950 	AC	698.09	272
580637	721.95	666.19	740.59	777.52	900 	AC	698.01	273
546237	721.95	626.62	779.25	777.52	900 	AC	697.86	274
543393	672.65	824.47	779.25	626.35	900 	AC	697.42	275
556412	771.25	824.47	740.59	664.14	850 	AC	697.04	276
575948	672.65	745.33	817.91	664.14	900 	AC	696.97	277
575013	672.65	745.33	817.91	664.14	900 	AC	696.97	278
587594	672.65	745.33	779.25	701.94	900 	AC	696.83	279
546496	672.65	666.19	779.25	777.52	900 	AC	696.24	280
565306	771.25	705.76	740.59	777.52	850 	AC	696.15	281
586978	672.65	626.62	817.91	777.52	900 	AC	696.09	282
547295	721.95	705.76	740.59	626.35	950 	AC	696.08	283
564717	623.35	864.04	740.59	664.14	900 	AC	695.65	284
572867	869.86	864.04	779.25	777.52	700 	AC	695.41	285
555485	820.55	864.04	701.92	701.94	800 	AC	695.04	286
545633	869.86	784.90	779.25	853.11	700 	AC	694.82	287
581584	721.95	745.33	779.25	739.73	850 	AC	694.68	288
548542	623.35	705.76	701.92	853.11	900 	AC	694.32	289
552104	721.95	824.47	817.91	815.32	750 	AC	693.58	290
544700	721.95	824.47	817.91	815.32	750 	AC	693.58	291
551798	623.35	824.47	740.59	890.90	800 	AC	693.52	292
543794	721.95	824.47	779.25	853.11	750 	AC	693.43	293
580962	771.25	864.04	701.92	739.73	800 	AC	693.13	294
554126	574.04	745.33	740.59	815.32	900 	AC	692.85	295
547112	672.65	745.33	779.25	777.52	850 	AC	692.76	296
551050	574.04	705.76	779.25	815.32	900 	AC	692.70	297
557049	771.25	784.90	740.59	777.52	800 	AC	692.68	298
556041	623.35	745.33	663.26	739.73	950 	AC	692.25	299
547172	623.35	705.76	701.92	739.73	950 	AC	692.09	300
557570	820.55	745.33	740.59	664.14	850 	AC	692.07	301
565446	623.35	666.19	740.59	739.73	950 	AC	691.94	302
560023	721.95	745.33	624.60	777.52	900 	AC	691.87	303
582624	721.95	903.61	740.59	701.94	800 	AC	691.65	304
550098	869.86	666.19	701.92	626.35	900 	AC	691.02	305
578891	574.04	745.33	779.25	664.14	950 	AC	690.76	306
585623	820.55	745.33	779.25	815.32	750 	AC	690.38	307
591640	721.95	903.61	817.91	815.32	700 	AC	690.10	308
547556	672.65	705.76	740.59	739.73	900 	AC	690.09	309
567099	771.25	705.76	663.26	815.32	850 	AC	689.57	310
588243	968.46	705.76	779.25	701.94	750 	AC	689.54	311
580795	820.55	666.19	740.59	626.35	900 	AC	689.25	312
591054	721.95	784.90	701.92	739.73	850 	AC	688.39	313
543405	721.95	745.33	740.59	739.73	850 	AC	688.23	314
552296	524.74	666.19	740.59	815.32	950 	AC	688.11	315
566670	721.95	666.19	817.91	739.73	850 	AC	687.93	316
545185	574.04	626.62	779.25	664.14	1000 	AC	687.64	317
572571	524.74	784.90	856.57	777.52	850 	AC	687.59	318
556607	771.25	666.19	701.92	701.94	900 	AC	687.19	319
551325	721.95	824.47	779.25	815.32	750 	AC	687.13	320
569504	672.65	587.05	740.59	739.73	950 	AC	686.97	321
579506	672.65	547.48	740.59	777.52	950 	AC	686.67	322
550061	574.04	745.33	740.59	777.52	900 	AC	686.55	323
551435	623.35	784.90	701.92	626.35	950 	AC	686.39	324
568037	672.65	705.76	817.91	739.73	850 	AC	686.31	325
555173	574.04	666.19	779.25	815.32	900 	AC	686.10	326
586537	771.25	784.90	663.26	815.32	800 	AC	686.09	327
544798	919.16	626.62	547.28	739.73	900 	AC	685.77	328
549753	721.95	626.62	701.92	777.52	900 	AC	684.97	329
591593	721.95	784.90	817.91	701.94	800 	AC	684.75	330
584017	721.95	784.90	740.59	777.52	800 	AC	684.46	331
556077	623.35	705.76	701.92	890.90	850 	AC	683.96	332
579793	672.65	666.19	740.59	739.73	900 	AC	683.49	333
550657	623.35	784.90	856.57	853.11	750 	AC	683.29	334
554083	721.95	666.19	624.60	701.94	950 	AC	682.75	335
554846	771.25	824.47	740.59	777.52	750 	AC	682.61	336
552251	623.35	824.47	624.60	739.73	900 	AC	682.33	337
552701	721.95	784.90	740.59	664.14	850 	AC	682.23	338
552270	721.95	745.33	779.25	664.14	850 	AC	682.08	339
564256	721.95	745.33	663.26	777.52	850 	AC	681.65	340
551633	919.16	745.33	663.26	777.52	750 	AC	681.18	341
546484	574.04	745.33	701.92	777.52	900 	AC	680.10	342
574007	574.04	666.19	817.91	739.73	900 	AC	679.95	343
553779	672.65	666.19	856.57	701.94	850 	AC	679.86	344
573270	672.65	705.76	740.59	777.52	850 	AC	679.72	345
552819	672.65	705.76	740.59	777.52	850 	AC	679.72	346
547190	820.55	547.48	663.26	664.14	950 	AC	679.54	347
558315	672.65	864.04	779.25	777.52	750 	AC	679.21	348
